scaffold_100864:749-851	contig_253	5069018	5068919	96.078	102	9.70e-40	165
scaffold_100864:749-851	contig_253	5068850	5068811	97.500	40	7.83e-11	69.4
scaffold_100864:814-916	contig_262	2065521	2065622	99.020	102	2.68e-45	183
scaffold_100864:814-916	contig_262	2148973	2149022	98.000	50	2.16e-16	87.9
scaffold_100864:814-916	contig_1605	1325826	1325927	99.020	102	2.68e-45	183
scaffold_100864:814-916	contig_1605	1409947	1409990	100.000	44	1.01e-14	82.4
scaffold_100864:814-916	contig_253	5068882	5068833	98.000	50	2.16e-16	87.9
scaffold_100864:826-928	contig_262	2065533	2065634	99.020	102	2.68e-45	183
scaffold_100864:826-928	contig_262	2148945	2149034	96.667	90	2.72e-35	150
scaffold_100864:826-928	contig_1605	1325838	1325939	99.020	102	2.68e-45	183
scaffold_100864:826-928	contig_253	5068910	5068821	96.667	90	2.72e-35	150
scaffold_100864:827-929	contig_262	2065534	2065635	99.020	102	2.68e-45	183
scaffold_100864:827-929	contig_262	2148945	2149035	96.703	91	7.55e-36	152
scaffold_100864:827-929	contig_1605	1325839	1325940	99.020	102	2.68e-45	183
scaffold_100864:827-929	contig_253	5068910	5068820	96.703	91	7.55e-36	152
scaffold_100864:859-961	contig_262	2065566	2065667	99.020	102	2.68e-45	183
scaffold_100864:859-961	contig_262	2148966	2149067	95.098	102	1.26e-38	161
scaffold_100864:859-961	contig_262	2065516	2065576	98.361	61	1.66e-22	108
scaffold_100864:859-961	contig_262	2148897	2148945	95.918	49	3.62e-14	80.5
scaffold_100864:859-961	contig_1605	1325871	1325971	98.039	102	4.48e-43	176
scaffold_100864:859-961	contig_1605	1325821	1325881	98.361	61	1.66e-22	108
scaffold_100864:859-961	contig_1605	1409944	1409990	97.872	47	1.01e-14	82.4
scaffold_100864:859-961	contig_253	5068889	5068788	95.098	102	1.26e-38	161
scaffold_100864:859-961	contig_253	5068958	5068910	97.959	49	7.77e-16	86.1
scaffold_100880:328-430	contig_732	856028	855927	100.000	102	5.76e-47	189
scaffold_100880:328-430	contig_684	477705	477604	99.020	102	2.68e-45	183
scaffold_100880:328-430	contig_2842	337796	337897	99.020	102	2.68e-45	183
scaffold_100880:328-430	contig_225	327569	327670	99.020	102	2.68e-45	183
scaffold_100880:328-430	contig_157	2293474	2293372	99.029	103	2.68e-45	183
scaffold_100880:328-430	contig_900	2638563	2638462	98.039	102	1.25e-43	178
scaffold_100880:328-430	contig_2284	217748	217647	98.039	102	1.25e-43	178
scaffold_100880:328-430	contig_746	151073	151172	98.039	102	4.48e-43	176
scaffold_100880:328-430	contig_775	387450	387551	97.059	102	5.80e-42	172
scaffold_100880:328-430	contig_754	393912	394013	97.059	102	5.80e-42	172
scaffold_100880:328-430	contig_582	2482464	2482566	97.087	103	5.80e-42	172
scaffold_100880:328-430	contig_489	2178752	2178854	97.087	103	5.80e-42	172
scaffold_100880:328-430	contig_346	1808624	1808726	97.087	103	5.80e-42	172
scaffold_100880:328-430	contig_2635	1152213	1152112	97.059	102	5.80e-42	172
scaffold_100880:328-430	contig_1386	861032	861133	97.059	102	5.80e-42	172
scaffold_100880:328-430	contig_1057	57327	57226	97.059	102	5.80e-42	172
scaffold_100880:328-430	contig_3564	94556	94656	97.087	103	2.09e-41	171
scaffold_100880:328-430	contig_248	4355209	4355109	97.087	103	2.09e-41	171
scaffold_100880:328-430	contig_991	137033	137134	96.078	102	2.70e-40	167
scaffold_100880:328-430	contig_368	1391477	1391376	96.117	103	2.70e-40	167
scaffold_100880:328-430	contig_463	2800745	2800645	96.078	102	9.70e-40	165
scaffold_100880:328-430	contig_438	1703749	1703849	95.098	102	4.51e-38	159
scaffold_100880:328-430	contig_3333	13639	13540	95.098	102	4.51e-38	159
scaffold_100880:328-430	contig_714	412885	412982	95.000	100	2.10e-36	154
scaffold_100880:328-430	contig_64	1641222	1641319	95.000	100	2.10e-36	154
scaffold_100880:328-430	contig_3251	79313	79362	98.000	50	2.16e-16	87.9
scaffold_100880:328-430	contig_4514	11577	11527	96.154	52	2.79e-15	84.2
scaffold_100880:328-430	contig_4611	18816	18862	97.872	47	1.01e-14	82.4
scaffold_10098:3235-3337	contig_3629	84938	85039	98.039	102	1.25e-43	178
scaffold_10098:3235-3337	contig_3006	86912	86811	98.039	102	1.25e-43	178
scaffold_101:8827-8929	contig_797	11038454	11038353	99.020	102	2.68e-45	183
scaffold_101:8827-8929	contig_190	5047723	5047622	99.020	102	2.68e-45	183
scaffold_101019:124-226	contig_2915	123645	123544	97.059	102	5.80e-42	172
scaffold_101019:124-226	contig_1412	1606346	1606447	97.059	102	5.80e-42	172
scaffold_101019:124-226	contig_1526	78800	78701	97.000	100	7.50e-41	169
scaffold_101019:124-226	contig_484	1113178	1113077	96.078	102	2.70e-40	167
scaffold_101019:124-226	contig_438	1108567	1108466	96.078	102	2.70e-40	167
scaffold_101019:124-226	contig_346	2073973	2074073	96.078	102	9.70e-40	165
scaffold_101019:124-226	contig_2369	722509	722409	96.078	102	9.70e-40	165
scaffold_101019:124-226	contig_1224	335739	335639	96.078	102	9.70e-40	165
scaffold_101019:124-226	contig_3941	2119747	2119646	95.098	102	1.26e-38	161
scaffold_101019:124-226	contig_230	3206130	3206032	95.960	99	1.26e-38	161
scaffold_101019:124-226	contig_220	3380384	3380482	95.960	99	1.26e-38	161
scaffold_101019:124-226	contig_1009	3284628	3284527	95.098	102	1.26e-38	161
scaffold_101019:124-226	contig_404	5584594	5584494	95.098	102	4.51e-38	159
scaffold_101019:124-226	contig_248	1723043	1722943	95.098	102	4.51e-38	159
scaffold_101019:124-226	contig_1531	1822298	1822398	95.098	102	4.51e-38	159
scaffold_101019:124-226	contig_1531	173085	173138	96.296	54	6.01e-17	89.8
scaffold_101019:124-226	contig_2309	1274443	1274539	95.876	97	1.62e-37	158
scaffold_10102:1329-1431	contig_696	1009030	1009131	97.059	102	5.80e-42	172
scaffold_101041:322-424	contig_936	71243	71190	96.296	54	6.01e-17	89.8
scaffold_101041:322-424	contig_567	1815585	1815532	96.296	54	6.01e-17	89.8
scaffold_101041:343-445	contig_935	28845	28752	96.809	94	5.84e-37	156
scaffold_101041:343-445	contig_936	71243	71190	96.296	54	6.01e-17	89.8
scaffold_101041:343-445	contig_567	1815585	1815532	96.296	54	6.01e-17	89.8
scaffold_101041:344-446	contig_935	28845	28751	96.842	95	1.62e-37	158
scaffold_101041:344-446	contig_936	71243	71190	96.296	54	6.01e-17	89.8
scaffold_101041:344-446	contig_567	1815585	1815532	96.296	54	6.01e-17	89.8
scaffold_101041:383-485	contig_935	28814	28716	96.970	99	9.70e-40	165
scaffold_101041:397-499	contig_935	28800	28716	96.471	85	5.88e-32	139
scaffold_10107:5356-5458	contig_3413	116438	116336	95.146	103	1.26e-38	161
scaffold_10107:5356-5458	contig_3415	11103	11033	95.775	71	9.91e-25	115
scaffold_10108:747-849	contig_588	1359312	1359211	97.059	102	5.80e-42	172
scaffold_101083:879-981	contig_316	3787330	3787371	95.455	44	7.83e-11	69.4
scaffold_10115:2052-2154	contig_278	274151	274222	98.611	72	1.27e-28	128
scaffold_10115:2052-2154	contig_188	61903	61832	98.611	72	1.27e-28	128
scaffold_10118:159-261	contig_264	896755	896654	98.039	102	1.25e-43	178
scaffold_10118:159-261	contig_1764	72247	72146	98.039	102	1.25e-43	178
scaffold_10124:1842-1944	contig_814	26484	26383	97.059	102	5.80e-42	172
scaffold_10124:1842-1944	contig_813	32313	32213	97.059	102	2.09e-41	171
scaffold_10125:5666-5768	contig_857	201601	201500	100.000	102	5.76e-47	189
scaffold_1013:450-552	contig_641	178780	178881	99.020	102	2.68e-45	183
scaffold_1013:452-554	contig_641	178782	178883	99.020	102	2.68e-45	183
scaffold_10132:4699-4801	contig_585	222480	222579	98.020	101	1.61e-42	174
scaffold_10132:4699-4801	contig_501	181894	181993	98.020	101	1.61e-42	174
scaffold_101331:196-298	contig_1386	561805	561895	97.802	91	1.62e-37	158
scaffold_101331:196-298	contig_1057	366601	366511	97.802	91	1.62e-37	158
scaffold_101400:302-404	contig_478	2733350	2733451	97.059	102	5.80e-42	172
scaffold_101400:302-404	contig_416	2726243	2726344	97.059	102	5.80e-42	172
scaffold_10144:1159-1261	contig_1580	63198	63097	95.098	102	1.26e-38	161
scaffold_10144:1159-1261	contig_1509	86274	86173	95.098	102	1.26e-38	161
scaffold_10147:5228-5330	contig_1193	226122	226220	95.098	102	1.62e-37	158
scaffold_1015:8634-8736	contig_190	3587354	3587455	100.000	102	5.76e-47	189
scaffold_10153:4836-4938	contig_1955	1199336	1199235	98.039	102	1.25e-43	178
scaffold_10154:2364-2466	contig_463	4459777	4459878	96.117	103	2.70e-40	167
scaffold_10155:3166-3268	contig_693	1243646	1243545	100.000	102	5.76e-47	189
scaffold_10155:3166-3268	contig_632	1243165	1243064	100.000	102	5.76e-47	189
scaffold_10160:6472-6574	contig_1592	1933647	1933747	96.078	102	9.70e-40	165
scaffold_10162:0-63	contig_403	1426891	1426953	98.413	63	6.41e-24	111
scaffold_10162:0-63	contig_2677	1444509	1444571	98.413	63	6.41e-24	111
scaffold_10162:0-63	contig_2799	673789	673851	96.825	63	2.98e-22	106
scaffold_10162:0-65	contig_403	1426891	1426955	98.462	65	5.22e-25	115
scaffold_10162:0-65	contig_2677	1444509	1444573	98.462	65	5.22e-25	115
scaffold_10162:0-65	contig_2799	673789	673851	96.825	63	3.14e-22	106
scaffold_101679:260-362	contig_2080	136125	136026	95.098	102	4.51e-38	159
scaffold_101679:260-362	contig_1744	117390	117291	95.098	102	4.51e-38	159
scaffold_101679:333-435	contig_2080	136054	135953	98.039	102	1.25e-43	178
scaffold_101679:333-435	contig_1744	117319	117218	98.039	102	1.25e-43	178
scaffold_10171:1196-1298	contig_296	1425413	1425312	97.059	102	5.80e-42	172
scaffold_10171:1196-1298	contig_282	1554707	1554606	97.059	102	5.80e-42	172
scaffold_10172:5149-5251	contig_262	3538391	3538290	97.059	102	5.80e-42	172
scaffold_10172:5149-5251	contig_253	3679321	3679422	97.059	102	5.80e-42	172
scaffold_10176:5919-6021	contig_3042	303665	303762	96.078	102	3.49e-39	163
scaffold_10176:5919-6021	contig_264	784643	784738	96.000	100	4.51e-38	159
scaffold_101769:279-381	contig_1849	1055709	1055810	97.059	102	5.80e-42	172
scaffold_101769:279-381	contig_1729	1238096	1238197	97.059	102	5.80e-42	172
scaffold_10177:2289-2391	contig_786	166122	166021	100.000	102	5.76e-47	189
scaffold_10177:2289-2391	contig_749	226444	226407	100.000	38	2.18e-11	71.3
scaffold_101790:419-521	contig_668	975681	975775	95.833	96	2.10e-36	154
scaffold_101790:419-521	contig_394	987448	987542	95.833	96	2.10e-36	154
scaffold_1018:10290-10392	contig_1352	200329	200430	99.020	102	2.68e-45	183
scaffold_101904:367-469	contig_588	2114992	2115093	99.020	102	2.68e-45	183
scaffold_101904:367-469	contig_1639	2140339	2140440	99.020	102	2.68e-45	183
scaffold_102003:346-448	contig_586	5329449	5329348	100.000	102	5.76e-47	189
scaffold_102003:346-448	contig_397	865381	865280	100.000	102	5.76e-47	189
scaffold_102003:346-448	contig_1238	3074717	3074616	95.098	102	1.26e-38	161
scaffold_102003:346-448	contig_1021	3039363	3039262	95.098	102	1.26e-38	161
scaffold_102003:346-448	contig_285	5261624	5261721	95.918	98	4.51e-38	159
scaffold_102025:478-580	contig_667	984372	984271	98.039	102	1.25e-43	178
scaffold_102025:478-580	contig_1041	1008431	1008330	98.039	102	1.25e-43	178
scaffold_102025:478-580	contig_64	1056286	1056387	97.059	102	5.80e-42	172
scaffold_102025:478-580	contig_267	3700103	3700204	97.059	102	5.80e-42	172
scaffold_102025:478-580	contig_221	8904626	8904525	97.059	102	5.80e-42	172
scaffold_102025:478-580	contig_2765	159611	159512	96.000	100	3.49e-39	163
scaffold_102025:478-580	contig_4307	886874	886776	95.960	99	1.26e-38	161
scaffold_102025:478-580	contig_3262	520734	520633	95.098	102	1.26e-38	161
scaffold_102025:478-580	contig_283	85554	85453	95.098	102	1.26e-38	161
scaffold_102025:478-580	contig_2718	870972	870874	95.960	99	1.26e-38	161
scaffold_102025:478-580	contig_346	2482527	2482428	95.000	100	1.62e-37	158
scaffold_102025:478-580	contig_268	4111596	4111497	95.000	100	1.62e-37	158
scaffold_102025:478-580	contig_152	742554	742455	95.000	100	1.62e-37	158
scaffold_102025:478-580	contig_145	2168053	2167954	95.000	100	1.62e-37	158
scaffold_102025:478-580	contig_749	4256828	4256792	100.000	37	7.83e-11	69.4
scaffold_10204:587-689	contig_786	3241589	3241488	97.059	102	5.80e-42	172
scaffold_10205:108-210	contig_1580	1208568	1208467	100.000	102	5.76e-47	189
scaffold_10205:108-210	contig_1509	1231592	1231491	100.000	102	5.76e-47	189
scaffold_102126:30-132	contig_257	508539	508499	97.561	41	2.18e-11	71.3
scaffold_102126:30-132	contig_200	435073	435113	97.561	41	2.18e-11	71.3
scaffold_10216:2314-2416	contig_527	544486	544582	97.938	97	7.50e-41	169
scaffold_10221:5516-5618	contig_2269	93674	93774	96.040	101	9.70e-40	165
scaffold_10233:442-544	contig_463	6308195	6308296	99.020	102	2.68e-45	183
scaffold_102335:652-754	contig_582	704521	704420	98.039	102	1.25e-43	178
scaffold_102335:652-754	contig_582	706433	706332	95.098	102	1.26e-38	161
scaffold_102335:652-754	contig_489	400789	400688	98.039	102	1.25e-43	178
scaffold_102335:652-754	contig_489	402701	402600	95.098	102	1.26e-38	161
scaffold_102340:272-374	contig_3761	164494	164595	96.078	102	2.70e-40	167
scaffold_102340:272-374	contig_1159	1045793	1045852	96.667	60	2.78e-20	100
scaffold_102340:272-374	contig_7578	146680	146619	95.161	62	9.98e-20	99.0
scaffold_102340:272-374	contig_1887	1323971	1323910	95.238	63	9.98e-20	99.0
scaffold_102340:272-374	contig_1441	592304	592362	96.667	60	9.98e-20	99.0
scaffold_102340:272-374	contig_7592	32166	32212	100.000	47	2.16e-16	87.9
scaffold_102340:272-374	contig_667	735551	735600	96.000	50	1.01e-14	82.4
scaffold_102340:272-374	contig_2173	1037604	1037653	96.000	50	1.01e-14	82.4
scaffold_102340:272-374	contig_1041	758925	758974	96.000	50	1.01e-14	82.4
scaffold_102340:272-374	contig_7642	109826	109782	97.778	45	1.30e-13	78.7
scaffold_102340:272-374	contig_358	1039167	1039211	97.778	45	1.30e-13	78.7
scaffold_102340:272-374	contig_3489	314958	315002	97.778	45	1.30e-13	78.7
scaffold_102340:272-374	contig_346	3601354	3601398	97.778	45	1.30e-13	78.7
scaffold_102340:272-374	contig_346	4830794	4830838	97.778	45	1.30e-13	78.7
scaffold_102340:272-374	contig_346	2896391	2896351	100.000	41	4.68e-13	76.8
scaffold_102340:272-374	contig_285	3892980	3893020	100.000	41	4.68e-13	76.8
scaffold_102340:272-374	contig_285	6097225	6097265	97.561	41	2.18e-11	71.3
scaffold_102340:272-374	contig_4954	16961	16916	95.652	46	6.05e-12	73.1
scaffold_102340:272-374	contig_268	3007522	3007484	100.000	39	6.05e-12	73.1
scaffold_102340:272-374	contig_1258	202833	202877	95.556	45	6.05e-12	73.1
scaffold_102340:272-374	contig_890	1612865	1612822	95.455	44	2.18e-11	71.3
scaffold_102340:272-374	contig_264	1054231	1054191	97.561	41	2.18e-11	71.3
scaffold_102340:272-374	contig_1764	229723	229683	97.561	41	2.18e-11	71.3
scaffold_102343:408-510	contig_262	4258806	4258907	97.059	102	5.80e-42	172
scaffold_102343:408-510	contig_253	2957135	2957034	97.059	102	5.80e-42	172
scaffold_10239:7066-7168	contig_1086	1625510	1625411	100.000	100	7.45e-46	185
scaffold_102465:229-331	contig_352	5886574	5886676	97.087	103	5.80e-42	172
scaffold_102465:229-331	contig_145	1854784	1854886	97.087	103	5.80e-42	172
scaffold_102465:555-657	contig_352	5886901	5887002	97.059	102	5.80e-42	172
scaffold_102465:555-657	contig_145	1855111	1855212	97.059	102	5.80e-42	172
scaffold_102465:596-698	contig_352	5886942	5887043	97.059	102	5.80e-42	172
scaffold_102465:596-698	contig_145	1855152	1855253	97.059	102	5.80e-42	172
scaffold_10258:1721-1823	contig_169	3758014	3758115	98.039	102	1.25e-43	178
scaffold_10258:1731-1833	contig_169	3758024	3758125	98.039	102	1.25e-43	178
scaffold_10261:6079-6181	contig_727	1830008	1829911	95.098	102	1.62e-37	158
scaffold_10261:6079-6181	contig_2575	441167	441070	95.098	102	1.62e-37	158
scaffold_102628:596-698	contig_268	1521737	1521801	100.000	65	2.13e-26	121
scaffold_102628:596-698	contig_268	1524466	1524511	97.826	46	3.62e-14	80.5
scaffold_10266:3059-3161	contig_316	1668570	1668472	99.000	100	1.25e-43	178
scaffold_10270:1495-1597	contig_3217	228242	228343	99.020	102	2.68e-45	183
scaffold_10270:386-488	contig_3217	227164	227265	97.059	102	5.80e-42	172
scaffold_10281:314-416	contig_232	1888338	1888237	99.020	102	2.68e-45	183
scaffold_10281:314-416	contig_2309	1940092	1940193	99.020	102	2.68e-45	183
scaffold_10287:2735-2837	contig_1238	2804834	2804934	97.059	102	2.09e-41	171
scaffold_10287:2735-2837	contig_1021	2777933	2778033	97.059	102	2.09e-41	171
scaffold_102879:372-474	contig_346	2488351	2488452	97.087	103	5.80e-42	172
scaffold_10289:2638-2740	contig_2198	26086	26187	99.020	102	2.68e-45	183
scaffold_10289:2638-2740	contig_1285	177335	177237	96.970	99	9.70e-40	165
scaffold_10289:2638-2740	contig_749	6394734	6394787	98.148	54	1.29e-18	95.3
scaffold_10291:3619-3721	contig_1592	597711	597812	96.078	102	2.70e-40	167
scaffold_10291:3624-3726	contig_1592	597717	597817	97.030	101	2.09e-41	171
scaffold_102935:409-511	contig_7461	177099	177161	100.000	63	2.76e-25	117
scaffold_102935:410-512	contig_7461	177100	177161	100.000	62	9.91e-25	115
scaffold_102935:426-528	contig_7461	177168	177234	97.015	67	1.28e-23	111
scaffold_102935:426-528	contig_7461	177116	177161	100.000	46	7.77e-16	86.1
scaffold_102935:427-529	contig_7461	177168	177235	97.059	68	3.56e-24	113
scaffold_102935:427-529	contig_7461	177117	177161	100.000	45	2.79e-15	84.2
scaffold_102942:616-718	contig_2080	803808	803707	98.039	102	1.25e-43	178
scaffold_102942:616-718	contig_1744	785073	784972	98.039	102	1.25e-43	178
scaffold_10296:850-952	contig_64	174897	174796	98.039	102	1.25e-43	178
scaffold_103:12211-12313	contig_1427	484728	484627	98.039	102	1.25e-43	178
scaffold_103001:173-275	contig_484	460458	460357	99.020	102	2.68e-45	183
scaffold_103001:173-275	contig_438	455809	455708	99.020	102	2.68e-45	183
scaffold_10303:2008-2110	contig_585	803734	803835	100.000	102	5.76e-47	189
scaffold_10303:2008-2110	contig_503	464308	464409	100.000	102	5.76e-47	189
scaffold_10305:1309-1411	contig_831	2601564	2601665	98.039	102	1.25e-43	178
scaffold_10307:1071-1173	contig_404	1097701	1097768	98.529	68	2.13e-26	121
scaffold_10309:1432-1534	contig_7689	174708	174607	99.020	102	2.68e-45	183
scaffold_10309:305-407	contig_7689	175835	175734	99.020	102	2.68e-45	183
scaffold_10309:4273-4375	contig_7689	171885	171787	97.980	99	5.80e-42	172
scaffold_103107:210-312	contig_775	3952448	3952348	97.030	101	2.09e-41	171
scaffold_103107:210-312	contig_754	3959002	3958902	97.030	101	2.09e-41	171
scaffold_103107:210-312	contig_871	61759	61658	96.078	102	2.70e-40	167
scaffold_103107:210-312	contig_368	1232575	1232474	96.078	102	2.70e-40	167
scaffold_103107:210-312	contig_2171	330274	330173	96.078	102	2.70e-40	167
scaffold_103107:210-312	contig_1258	176230	176331	96.078	102	2.70e-40	167
scaffold_103107:210-312	contig_220	132862	132962	96.040	101	9.70e-40	165
scaffold_103107:210-312	contig_169	2854034	2853934	96.040	101	9.70e-40	165
scaffold_103107:210-312	contig_169	2854679	2854579	96.040	101	9.70e-40	165
scaffold_103107:210-312	contig_1201	304699	304599	96.040	101	9.70e-40	165
scaffold_103107:210-312	contig_921	113707	113808	95.098	102	1.26e-38	161
scaffold_103107:210-312	contig_762	405803	405702	95.098	102	1.26e-38	161
scaffold_103107:210-312	contig_553	1218357	1218458	95.098	102	1.26e-38	161
scaffold_103107:210-312	contig_495	746195	746296	95.098	102	1.26e-38	161
scaffold_103107:210-312	contig_257	312192	312091	95.098	102	1.26e-38	161
scaffold_103107:210-312	contig_200	631402	631503	95.098	102	1.26e-38	161
scaffold_103107:210-312	contig_799	139786	139686	95.050	101	4.51e-38	159
scaffold_103107:210-312	contig_755	2394786	2394686	95.050	101	4.51e-38	159
scaffold_103107:210-312	contig_447	22286	22186	95.098	102	4.51e-38	159
scaffold_103107:210-312	contig_3475	100244	100344	95.050	101	4.51e-38	159
scaffold_103107:210-312	contig_3461	133457	133357	95.050	101	4.51e-38	159
scaffold_103107:210-312	contig_3245	201398	201498	95.098	102	4.51e-38	159
scaffold_103107:210-312	contig_1580	467836	467936	95.050	101	4.51e-38	159
scaffold_103107:210-312	contig_1522	17871	17771	95.098	102	4.51e-38	159
scaffold_103107:210-312	contig_1509	490922	491022	95.050	101	4.51e-38	159
scaffold_103107:210-312	contig_103	22088	21988	95.098	102	4.51e-38	159
scaffold_103107:210-312	contig_633	302769	302670	95.050	101	1.62e-37	158
scaffold_103107:210-312	contig_1654	30787	30745	97.674	43	1.68e-12	75.0
scaffold_10316:1419-1521	contig_267	2792931	2793032	99.020	102	2.68e-45	183
scaffold_10316:1419-1521	contig_221	9811299	9811198	99.020	102	2.68e-45	183
scaffold_103163:603-705	contig_285	5072417	5072514	97.959	98	2.09e-41	171
scaffold_1032:9993-10095	contig_775	478337	478436	96.000	100	3.49e-39	163
scaffold_1032:9993-10095	contig_754	484816	484915	96.000	100	3.49e-39	163
scaffold_103203:387-489	contig_3027	89427	89528	99.020	102	2.68e-45	183
scaffold_103203:387-489	contig_831	3215664	3215563	96.078	102	2.70e-40	167
scaffold_103203:387-489	contig_152	722736	722635	95.098	102	1.26e-38	161
scaffold_103203:387-489	contig_1427	848569	848469	95.098	102	4.51e-38	159
scaffold_103203:387-489	contig_3333	29189	29090	95.050	101	1.62e-37	158
scaffold_103203:388-490	contig_3027	89428	89529	99.020	102	2.68e-45	183
scaffold_103203:388-490	contig_831	3215663	3215562	96.078	102	2.70e-40	167
scaffold_103203:388-490	contig_152	722735	722634	95.098	102	1.26e-38	161
scaffold_103203:388-490	contig_3333	29189	29089	95.098	102	4.51e-38	159
scaffold_103203:388-490	contig_1427	848568	848468	95.098	102	4.51e-38	159
scaffold_103203:388-490	contig_684	258458	258557	95.000	100	1.62e-37	158
scaffold_103279:569-671	contig_808	1040108	1040209	100.000	102	5.76e-47	189
scaffold_10335:2738-2840	contig_1488	1411909	1412010	99.020	102	2.68e-45	183
scaffold_103356:566-668	contig_352	3899735	3899822	95.455	88	1.64e-32	141
scaffold_103356:566-668	contig_152	3014155	3014242	95.455	88	1.64e-32	141
scaffold_103356:566-668	contig_7578	906501	906421	95.122	82	1.27e-28	128
scaffold_10338:1276-1378	contig_266	394962	394861	98.039	102	1.25e-43	178
scaffold_10338:1276-1378	contig_220	786982	786881	98.039	102	1.25e-43	178
scaffold_103389:155-257	contig_251	81323	81424	99.020	102	2.68e-45	183
scaffold_10340:5370-5472	contig_934	468657	468556	96.078	102	2.70e-40	167
scaffold_10340:5370-5472	contig_1925	691752	691651	96.078	102	2.70e-40	167
scaffold_10347:6697-6799	contig_248	3238444	3238545	100.000	102	5.76e-47	189
scaffold_10347:6697-6799	contig_288	342727	342768	100.000	42	1.30e-13	78.7
scaffold_10354:3844-3946	contig_52	669220	669321	100.000	102	5.76e-47	189
scaffold_10354:3844-3946	contig_456	678983	679084	100.000	102	5.76e-47	189
scaffold_103556:68-170	contig_288	4674687	4674585	96.117	103	2.70e-40	167
scaffold_103556:68-170	contig_254	1278558	1278660	96.117	103	2.70e-40	167
scaffold_103556:90-192	contig_254	1278581	1278676	95.833	96	5.84e-37	156
scaffold_10359:2709-2811	contig_786	582260	582360	98.039	102	4.48e-43	176
scaffold_103626:739-841	contig_1887	1719171	1719241	100.000	71	9.84e-30	132
scaffold_103626:739-841	contig_1441	197107	197037	100.000	71	9.84e-30	132
scaffold_103626:739-841	contig_196	627993	628029	100.000	37	7.83e-11	69.4
scaffold_10366:6995-7097	contig_169	3447806	3447907	98.039	102	1.25e-43	178
scaffold_103669:472-574	contig_506	3413751	3413850	95.000	100	1.62e-37	158
scaffold_10375:6928-7030	contig_3615	543979	544080	100.000	102	5.76e-47	189
scaffold_10375:6928-7030	contig_2153	538167	538268	100.000	102	5.76e-47	189
scaffold_10376:3022-3124	contig_232	400591	400651	100.000	61	3.56e-24	113
scaffold_10377:4367-4469	contig_169	299081	298980	99.020	102	2.68e-45	183
scaffold_10383:5800-5902	contig_604	152940	153041	99.020	102	2.68e-45	183
scaffold_103838:242-344	contig_2134	2009137	2009238	98.039	102	1.25e-43	178
