Linkage Group,Marker Name,Locus Name,Type,Position
Cranberry-Composite_map-F1.LG01,scaffold_134917_143,scaffold_134917_143,marker_locus,9.72 cM
Cranberry-Composite_map-F1.LG01,scaffold_15733_1219,scaffold_15733_1219,marker_locus,9.72 cM
Cranberry-Composite_map-F1.LG01,scaffold_35889_2207,scaffold_35889_2207,marker_locus,9.72 cM
Cranberry-Composite_map-F1.LG01,scaffold_32919_317,scaffold_32919_317,marker_locus,10.57 cM
Cranberry-Composite_map-F1.LG01,scaffold_134917_129,scaffold_134917_129,marker_locus,10.57 cM
Cranberry-Composite_map-F1.LG01,scaffold_9050_2056,scaffold_9050_2056,marker_locus,11.12 cM
Cranberry-Composite_map-F1.LG01,scaffold_9050_2066,scaffold_9050_2066,marker_locus,11.12 cM
Cranberry-Composite_map-F1.LG01,scaffold_96465_597,scaffold_96465_597,marker_locus,11.23 cM
Cranberry-Composite_map-F1.LG01,scaffold_96465_621,scaffold_96465_621,marker_locus,11.23 cM
Cranberry-Composite_map-F1.LG01,scaffold_71113_927,scaffold_71113_927,marker_locus,12.56 cM
Cranberry-Composite_map-F1.LG01,scaffold_71113_855,scaffold_71113_855,marker_locus,12.56 cM
Cranberry-Composite_map-F1.LG01,vm55441,vm55441,marker_locus,12.85 cM
Cranberry-Composite_map-F1.LG01,scaffold_324_4853,scaffold_324_4853,marker_locus,14.11 cM
Cranberry-Composite_map-F1.LG01,scaffold_40197_1814,scaffold_40197_1814,marker_locus,14.11 cM
Cranberry-Composite_map-F1.LG01,scaffold_65439_1077,scaffold_65439_1077,marker_locus,14.11 cM
Cranberry-Composite_map-F1.LG01,scaffold_40197_1830,scaffold_40197_1830,marker_locus,14.11 cM
Cranberry-Composite_map-F1.LG01,scaffold_40197_1833,scaffold_40197_1833,marker_locus,14.11 cM
Cranberry-Composite_map-F1.LG01,scaffold_31163_2598,scaffold_31163_2598,marker_locus,14.48 cM
Cranberry-Composite_map-F1.LG01,scaffold_38320_1959,scaffold_38320_1959,marker_locus,14.48 cM
Cranberry-Composite_map-F1.LG01,scaffold_128374_188,scaffold_128374_188,marker_locus,14.48 cM
Cranberry-Composite_map-F1.LG01,scaffold_1276_909,scaffold_1276_909,marker_locus,15.69 cM
Cranberry-Composite_map-F1.LG01,scaffold_38320_1958,scaffold_38320_1958,marker_locus,15.69 cM
Cranberry-Composite_map-F1.LG01,scaffold_16410_888,scaffold_16410_888,marker_locus,15.69 cM
Cranberry-Composite_map-F1.LG01,scaffold_25619_774,scaffold_25619_774,marker_locus,15.97 cM
Cranberry-Composite_map-F1.LG01,scaffold_25619_855,scaffold_25619_855,marker_locus,15.97 cM
Cranberry-Composite_map-F1.LG01,scaffold_5_30366,scaffold_5_30366,marker_locus,15.97 cM
Cranberry-Composite_map-F1.LG01,scaffold_93161_158,scaffold_93161_158,marker_locus,15.97 cM
Cranberry-Composite_map-F1.LG01,scaffold_5_2181,scaffold_5_2181,marker_locus,15.97 cM
Cranberry-Composite_map-F1.LG01,scaffold_5_24523,scaffold_5_24523,marker_locus,15.97 cM
Cranberry-Composite_map-F1.LG01,scaffold_5_30383,scaffold_5_30383,marker_locus,15.97 cM
Cranberry-Composite_map-F1.LG01,scaffold_5_24496,scaffold_5_24496,marker_locus,16.14 cM
Cranberry-Composite_map-F1.LG01,scaffold_25619_730,scaffold_25619_730,marker_locus,16.14 cM
Cranberry-Composite_map-F1.LG01,scaffold_81281_87,scaffold_81281_87,marker_locus,16.14 cM
Cranberry-Composite_map-F1.LG01,scaffold_2223_1295,scaffold_2223_1295,marker_locus,16.44 cM
Cranberry-Composite_map-F1.LG01,scaffold_152086_169,scaffold_152086_169,marker_locus,16.89 cM
Cranberry-Composite_map-F1.LG01,scaffold_39501_2089,scaffold_39501_2089,marker_locus,16.89 cM
Cranberry-Composite_map-F1.LG01,scaffold_144559_357,scaffold_144559_357,marker_locus,18.24 cM
Cranberry-Composite_map-F1.LG01,scaffold_144559_324,scaffold_144559_324,marker_locus,18.41 cM
Cranberry-Composite_map-F1.LG01,scaffold_35569_2846,scaffold_35569_2846,marker_locus,18.41 cM
Cranberry-Composite_map-F1.LG01,scaffold_144559_382,scaffold_144559_382,marker_locus,18.41 cM
Cranberry-Composite_map-F1.LG01,scaffold_35569_2857,scaffold_35569_2857,marker_locus,18.41 cM
Cranberry-Composite_map-F1.LG01,SCF3551,SCF3551,marker_locus,18.41 cM
Cranberry-Composite_map-F1.LG01,scaffold_22637_3389,scaffold_22637_3389,marker_locus,18.41 cM
Cranberry-Composite_map-F1.LG01,scaffold_39501_2101,scaffold_39501_2101,marker_locus,18.41 cM
Cranberry-Composite_map-F1.LG01,scaffold_42029_822,scaffold_42029_822,marker_locus,19.24 cM
Cranberry-Composite_map-F1.LG01,scaffold_32098_1940,scaffold_32098_1940,marker_locus,19.38 cM
Cranberry-Composite_map-F1.LG01,scaffold_42029_793,scaffold_42029_793,marker_locus,20.58 cM
Cranberry-Composite_map-F1.LG01,scaffold_7200_6757,scaffold_7200_6757,marker_locus,20.58 cM
Cranberry-Composite_map-F1.LG01,scaffold_42029_741,scaffold_42029_741,marker_locus,20.58 cM
Cranberry-Composite_map-F1.LG01,scaffold_7200_6795,scaffold_7200_6795,marker_locus,20.58 cM
Cranberry-Composite_map-F1.LG01,scaffold_7200_6806,scaffold_7200_6806,marker_locus,20.58 cM
Cranberry-Composite_map-F1.LG01,scaffold_1443_11261,scaffold_1443_11261,marker_locus,20.58 cM
Cranberry-Composite_map-F1.LG01,scaffold_93161_251,scaffold_93161_251,marker_locus,20.58 cM
Cranberry-Composite_map-F1.LG01,scaffold_35238_2084,scaffold_35238_2084,marker_locus,20.58 cM
Cranberry-Composite_map-F1.LG01,scaffold_93161_127,scaffold_93161_127,marker_locus,20.58 cM
Cranberry-Composite_map-F1.LG01,scaffold_35238_2100,scaffold_35238_2100,marker_locus,20.58 cM
Cranberry-Composite_map-F1.LG01,scaffold_426_4354,scaffold_426_4354,marker_locus,21.65 cM
Cranberry-Composite_map-F1.LG01,scaffold_22637_3414,scaffold_22637_3414,marker_locus,21.92 cM
Cranberry-Composite_map-F1.LG01,scaffold_40397_985,scaffold_40397_985,marker_locus,22.22 cM
Cranberry-Composite_map-F1.LG01,scaffold_205740_92,scaffold_205740_92,marker_locus,22.22 cM
Cranberry-Composite_map-F1.LG01,scaffold_131775_75,scaffold_131775_75,marker_locus,22.49 cM
Cranberry-Composite_map-F1.LG01,scaffold_55219_1486,scaffold_55219_1486,marker_locus,22.62 cM
Cranberry-Composite_map-F1.LG01,scaffold_15858_3067,scaffold_15858_3067,marker_locus,22.62 cM
Cranberry-Composite_map-F1.LG01,scaffold_3612_3319,scaffold_3612_3319,marker_locus,22.62 cM
Cranberry-Composite_map-F1.LG01,scaffold_3612_3955,scaffold_3612_3955,marker_locus,22.62 cM
Cranberry-Composite_map-F1.LG01,scaffold_31849_429,scaffold_31849_429,marker_locus,23.21 cM
Cranberry-Composite_map-F1.LG01,scaffold_33009_2143,scaffold_33009_2143,marker_locus,23.21 cM
Cranberry-Composite_map-F1.LG01,scaffold_143114_330,scaffold_143114_330,marker_locus,23.21 cM
Cranberry-Composite_map-F1.LG01,scaffold_5536_5875,scaffold_5536_5875,marker_locus,23.88 cM
Cranberry-Composite_map-F1.LG01,scaffold_5536_5876,scaffold_5536_5876,marker_locus,23.88 cM
Cranberry-Composite_map-F1.LG01,scaffold_24552_1898,scaffold_24552_1898,marker_locus,24.28 cM
Cranberry-Composite_map-F1.LG01,scaffold_10162_13,scaffold_10162_13,marker_locus,24.28 cM
Cranberry-Composite_map-F1.LG01,scaffold_10162_15,scaffold_10162_15,marker_locus,24.28 cM
Cranberry-Composite_map-F1.LG01,scaffold_11023_1074,scaffold_11023_1074,marker_locus,24.28 cM
Cranberry-Composite_map-F1.LG01,scaffold_23397_359,scaffold_23397_359,marker_locus,24.28 cM
Cranberry-Composite_map-F1.LG01,scaffold_16654_4278,scaffold_16654_4278,marker_locus,24.28 cM
Cranberry-Composite_map-F1.LG01,scaffold_22318_2907,scaffold_22318_2907,marker_locus,24.28 cM
Cranberry-Composite_map-F1.LG01,scaffold_62395_1781,scaffold_62395_1781,marker_locus,24.41 cM
Cranberry-Composite_map-F1.LG01,scaffold_62395_1380,scaffold_62395_1380,marker_locus,25.01 cM
Cranberry-Composite_map-F1.LG01,scaffold_58422_187,scaffold_58422_187,marker_locus,25.01 cM
Cranberry-Composite_map-F1.LG01,scaffold_115288_495,scaffold_115288_495,marker_locus,25.01 cM
Cranberry-Composite_map-F1.LG01,scaffold_32358_2578,scaffold_32358_2578,marker_locus,25.21 cM
Cranberry-Composite_map-F1.LG01,scaffold_58422_200,scaffold_58422_200,marker_locus,25.21 cM
Cranberry-Composite_map-F1.LG01,scaffold_64688_441,scaffold_64688_441,marker_locus,25.21 cM
Cranberry-Composite_map-F1.LG01,scaffold_64688_510,scaffold_64688_510,marker_locus,25.21 cM
Cranberry-Composite_map-F1.LG01,scaffold_8782_6448,scaffold_8782_6448,marker_locus,25.38 cM
Cranberry-Composite_map-F1.LG01,scaffold_44732_1519,scaffold_44732_1519,marker_locus,25.38 cM
Cranberry-Composite_map-F1.LG01,scaffold_7231_3539,scaffold_7231_3539,marker_locus,25.38 cM
Cranberry-Composite_map-F1.LG01,scaffold_31190_1690,scaffold_31190_1690,marker_locus,25.38 cM
Cranberry-Composite_map-F1.LG01,scaffold_6810_4490,scaffold_6810_4490,marker_locus,25.38 cM
Cranberry-Composite_map-F1.LG01,scaffold_6810_4577,scaffold_6810_4577,marker_locus,25.38 cM
Cranberry-Composite_map-F1.LG01,scaffold_6810_4638,scaffold_6810_4638,marker_locus,25.38 cM
Cranberry-Composite_map-F1.LG01,scaffold_9033_5327,scaffold_9033_5327,marker_locus,25.38 cM
Cranberry-Composite_map-F1.LG01,scaffold_55875_1442,scaffold_55875_1442,marker_locus,25.47 cM
Cranberry-Composite_map-F1.LG01,scaffold_6810_4781,scaffold_6810_4781,marker_locus,25.47 cM
Cranberry-Composite_map-F1.LG01,scaffold_9033_5259,scaffold_9033_5259,marker_locus,25.47 cM
Cranberry-Composite_map-F1.LG01,scaffold_6810_7280,scaffold_6810_7280,marker_locus,25.47 cM
Cranberry-Composite_map-F1.LG01,scaffold_45513_1234,scaffold_45513_1234,marker_locus,28.78 cM
Cranberry-Composite_map-F1.LG01,scaffold_35977_2889,scaffold_35977_2889,marker_locus,29.04 cM
Cranberry-Composite_map-F1.LG01,scaffold_35977_2922,scaffold_35977_2922,marker_locus,29.04 cM
Cranberry-Composite_map-F1.LG01,scaffold_36886_1616,scaffold_36886_1616,marker_locus,29.42 cM
Cranberry-Composite_map-F1.LG01,scaffold_32358_2565,scaffold_32358_2565,marker_locus,29.42 cM
Cranberry-Composite_map-F1.LG01,scaffold_6810_4631,scaffold_6810_4631,marker_locus,29.42 cM
Cranberry-Composite_map-F1.LG01,scaffold_64996_1622,scaffold_64996_1622,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_45085_2098,scaffold_45085_2098,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_62603_693,scaffold_62603_693,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_3679_2742,scaffold_3679_2742,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_9288_534,scaffold_9288_534,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_95913_1153,scaffold_95913_1153,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_7031_3957,scaffold_7031_3957,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_94985_861,scaffold_94985_861,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_16222_2345,scaffold_16222_2345,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_16222_2363,scaffold_16222_2363,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_23101_1174,scaffold_23101_1174,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_23101_1209,scaffold_23101_1209,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_62258_1328,scaffold_62258_1328,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_7031_3963,scaffold_7031_3963,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_7031_3989,scaffold_7031_3989,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_97035_859,scaffold_97035_859,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_69346_606,scaffold_69346_606,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_71372_378,scaffold_71372_378,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_71372_415,scaffold_71372_415,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_97035_932,scaffold_97035_932,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_37334_3131,scaffold_37334_3131,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_1696_10596,scaffold_1696_10596,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_37334_1854,scaffold_37334_1854,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_37334_1887,scaffold_37334_1887,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_37334_1895,scaffold_37334_1895,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_51715_1701,scaffold_51715_1701,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_11116_768,scaffold_11116_768,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_73900_869,scaffold_73900_869,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_170652_201,scaffold_170652_201,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_105430_240,scaffold_105430_240,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_20281_1485,scaffold_20281_1485,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_16334_642,scaffold_16334_642,marker_locus,29.7 cM
Cranberry-Composite_map-F1.LG01,scaffold_6110_904,scaffold_6110_904,marker_locus,29.98 cM
Cranberry-Composite_map-F1.LG01,scaffold_15113_398,scaffold_15113_398,marker_locus,29.98 cM
Cranberry-Composite_map-F1.LG01,scaffold_7154_809,scaffold_7154_809,marker_locus,29.98 cM
Cranberry-Composite_map-F1.LG01,scaffold_52303_1856,scaffold_52303_1856,marker_locus,29.98 cM
Cranberry-Composite_map-F1.LG01,scaffold_15113_423,scaffold_15113_423,marker_locus,29.98 cM
Cranberry-Composite_map-F1.LG01,scaffold_13815_1292,scaffold_13815_1292,marker_locus,29.98 cM
Cranberry-Composite_map-F1.LG01,scaffold_156331_44,scaffold_156331_44,marker_locus,30.27 cM
Cranberry-Composite_map-F1.LG01,scaffold_22095_4306,scaffold_22095_4306,marker_locus,30.27 cM
Cranberry-Composite_map-F1.LG01,scaffold_22095_4389,scaffold_22095_4389,marker_locus,30.27 cM
Cranberry-Composite_map-F1.LG01,scaffold_6151_1214,scaffold_6151_1214,marker_locus,30.27 cM
Cranberry-Composite_map-F1.LG01,scaffold_62603_729,scaffold_62603_729,marker_locus,30.27 cM
Cranberry-Composite_map-F1.LG01,scaffold_1066_239,scaffold_1066_239,marker_locus,30.27 cM
Cranberry-Composite_map-F1.LG01,scaffold_1066_8647,scaffold_1066_8647,marker_locus,30.27 cM
Cranberry-Composite_map-F1.LG01,scaffold_1066_8733,scaffold_1066_8733,marker_locus,30.27 cM
Cranberry-Composite_map-F1.LG01,scaffold_156331_52,scaffold_156331_52,marker_locus,30.27 cM
Cranberry-Composite_map-F1.LG01,scaffold_21943_4548,scaffold_21943_4548,marker_locus,30.27 cM
Cranberry-Composite_map-F1.LG01,scaffold_26352_1385,scaffold_26352_1385,marker_locus,30.27 cM
Cranberry-Composite_map-F1.LG01,scaffold_44200_496,scaffold_44200_496,marker_locus,30.27 cM
Cranberry-Composite_map-F1.LG01,scaffold_15113_397,scaffold_15113_397,marker_locus,30.27 cM
Cranberry-Composite_map-F1.LG01,scaffold_22095_4371,scaffold_22095_4371,marker_locus,30.56 cM
Cranberry-Composite_map-F1.LG01,scaffold_105587_462,scaffold_105587_462,marker_locus,30.56 cM
Cranberry-Composite_map-F1.LG01,SCF43220,SCF43220,marker_locus,30.57 cM
Cranberry-Composite_map-F1.LG01,scaffold_37328_2503,scaffold_37328_2503,marker_locus,30.57 cM
Cranberry-Composite_map-F1.LG01,scaffold_26851_3914,scaffold_26851_3914,marker_locus,30.57 cM
Cranberry-Composite_map-F1.LG01,SCF118999,SCF118999,marker_locus,30.57 cM
Cranberry-Composite_map-F1.LG01,scaffold_192897_179,scaffold_192897_179,marker_locus,30.57 cM
Cranberry-Composite_map-F1.LG01,ct116900,ct116900,marker_locus,30.57 cM
Cranberry-Composite_map-F1.LG01,scaffold_44200_416,scaffold_44200_416,marker_locus,30.57 cM
Cranberry-Composite_map-F1.LG01,scaffold_68972_1139,scaffold_68972_1139,marker_locus,31.2 cM
Cranberry-Composite_map-F1.LG01,scaffold_2207_9299,scaffold_2207_9299,marker_locus,31.68 cM
Cranberry-Composite_map-F1.LG01,SCF3914,SCF3914,marker_locus,31.68 cM
Cranberry-Composite_map-F1.LG01,scaffold_6645_4506,scaffold_6645_4506,marker_locus,31.68 cM
Cranberry-Composite_map-F1.LG01,scaffold_86507_811,scaffold_86507_811,marker_locus,31.68 cM
Cranberry-Composite_map-F1.LG01,scaffold_8881_6460,scaffold_8881_6460,marker_locus,31.68 cM
Cranberry-Composite_map-F1.LG01,scaffold_111146_748,scaffold_111146_748,marker_locus,31.68 cM
Cranberry-Composite_map-F1.LG01,scaffold_174202_143,scaffold_174202_143,marker_locus,31.68 cM
Cranberry-Composite_map-F1.LG01,scaffold_29480_3099,scaffold_29480_3099,marker_locus,31.68 cM
Cranberry-Composite_map-F1.LG01,scaffold_29633_279,scaffold_29633_279,marker_locus,31.68 cM
Cranberry-Composite_map-F1.LG01,scaffold_30763_3649,scaffold_30763_3649,marker_locus,31.68 cM
Cranberry-Composite_map-F1.LG01,scaffold_3398_4590,scaffold_3398_4590,marker_locus,31.68 cM
Cranberry-Composite_map-F1.LG01,scaffold_34680_462,scaffold_34680_462,marker_locus,31.68 cM
Cranberry-Composite_map-F1.LG01,scaffold_34680_473,scaffold_34680_473,marker_locus,31.68 cM
Cranberry-Composite_map-F1.LG01,scaffold_34680_557,scaffold_34680_557,marker_locus,31.68 cM
Cranberry-Composite_map-F1.LG01,scaffold_4527_522,scaffold_4527_522,marker_locus,31.68 cM
Cranberry-Composite_map-F1.LG01,scaffold_53575_2053,scaffold_53575_2053,marker_locus,31.68 cM
Cranberry-Composite_map-F1.LG01,scaffold_5367_5675,scaffold_5367_5675,marker_locus,31.68 cM
Cranberry-Composite_map-F1.LG01,scaffold_63947_427,scaffold_63947_427,marker_locus,31.68 cM
Cranberry-Composite_map-F1.LG01,scaffold_67859_386,scaffold_67859_386,marker_locus,31.68 cM
Cranberry-Composite_map-F1.LG01,scaffold_67859_400,scaffold_67859_400,marker_locus,31.68 cM
Cranberry-Composite_map-F1.LG01,scaffold_67859_401,scaffold_67859_401,marker_locus,31.68 cM
Cranberry-Composite_map-F1.LG01,scaffold_68072_794,scaffold_68072_794,marker_locus,31.68 cM
